City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
201,Pevek,RU,69.7008,170.3133,34.66,88,42,11.21,scattered clouds
202,Cambridge,CA,43.3601,-80.3127,57.15,85,100,1.01,overcast clouds
203,Tateyama,JP,34.9833,139.8667,65.93,89,53,11.01,broken clouds
204,Negrasi,RO,44.6,25.1167,66.18,56,55,5.17,broken clouds
205,Tahta,EG,26.7693,31.5021,79.63,18,0,12.53,clear sky
206,Narsaq,GL,60.9167,-46.05,37.62,99,100,6.13,moderate rain
207,Olafsvik,IS,64.8945,-23.7142,45.68,65,27,12.44,scattered clouds
208,Treinta Y Tres,UY,-33.2333,-54.3833,65.93,50,0,3.91,clear sky
209,Raga,SS,8.4596,25.678,80.02,53,25,3.51,scattered clouds
210,College,US,64.8569,-147.8028,61.59,34,40,6.91,scattered clouds
211,Castro,BR,-24.7911,-50.0119,66.0,40,2,5.53,clear sky
212,Hokitika,NZ,-42.7167,170.9667,44.67,81,20,5.77,few clouds
213,Sheridan,US,44.8333,-106.9173,55.78,42,75,12.66,broken clouds
214,Marsh Harbour,BS,26.5412,-77.0636,79.48,75,91,15.37,overcast clouds
215,Praxedis Guerrero,MX,31.3667,-106.0167,71.06,33,53,16.93,broken clouds
216,Atar,MR,20.5169,-13.0499,108.32,7,18,1.07,few clouds
217,Bujaru,BR,-1.515,-48.0447,84.16,75,49,1.88,scattered clouds
218,Pochutla,MX,15.7432,-96.4661,91.81,38,0,9.93,clear sky
219,Hambantota,LK,6.1241,81.1185,79.65,85,8,15.61,clear sky
220,Hami,CN,42.8,93.45,79.84,17,94,8.75,overcast clouds
221,Avarua,CK,-21.2078,-159.775,78.84,78,29,14.12,moderate rain
222,Rio Gallegos,AR,-51.6226,-69.2181,42.39,51,30,15.21,scattered clouds
223,Kawalu,ID,-7.3817,108.2082,72.75,97,98,1.59,overcast clouds
224,Port Moresby,PG,-9.4431,147.1797,76.44,89,48,7.23,scattered clouds
225,Radhanpur,IN,23.8333,71.6,86.25,68,0,22.03,clear sky
226,Saint-Francois,FR,46.4154,3.9054,80.04,61,0,5.75,clear sky
227,Luderitz,NA,-26.6481,15.1594,58.32,71,26,9.4,scattered clouds
228,Canon City,US,38.441,-105.2424,48.63,82,100,3.0,overcast clouds
229,Haftoni,AZ,38.7632,48.7622,64.11,82,40,5.75,scattered clouds
230,Hualmay,PE,-11.0964,-77.6139,69.26,72,78,8.3,broken clouds
231,Priargunsk,RU,50.3691,119.1012,57.52,50,25,14.29,scattered clouds
232,Esperance,AU,-33.8667,121.9,64.54,65,37,10.49,scattered clouds
233,Pundaguitan,PH,6.3711,126.1689,81.99,73,75,1.07,broken clouds
234,Komsomolskiy,UZ,40.4272,71.7189,59.92,48,100,6.89,overcast clouds
235,Anloga,GH,5.7947,0.8973,79.68,79,100,9.86,overcast clouds
236,Vila Velha,BR,-20.3297,-40.2925,73.17,66,42,7.96,scattered clouds
237,Kokopo,PG,-4.352,152.2633,76.26,75,33,3.2,scattered clouds
238,Severodvinsk,RU,64.5635,39.8302,37.51,59,79,15.73,broken clouds
239,Leningradskiy,RU,69.3833,178.4167,32.02,92,100,4.74,overcast clouds
240,Abu Dhabi,AE,24.4667,54.3667,83.97,67,0,1.01,clear sky
241,Raudeberg,NO,61.9875,5.1352,50.86,88,100,14.23,light rain
242,Ayan,RU,56.45,138.1667,31.77,90,98,4.74,overcast clouds
243,Xinxiang,CN,35.3089,113.8672,70.52,54,11,1.7,few clouds
244,Faya,SA,18.3851,42.4509,73.92,27,3,4.85,clear sky
245,Novomikhaylovskiy,RU,44.2581,38.8578,55.78,84,19,3.98,few clouds
246,Basoko,CD,1.2391,23.616,77.85,73,92,0.87,overcast clouds
247,Port Blair,IN,11.6667,92.75,83.1,83,92,21.72,light rain
248,Aguada De Pasajeros,CU,22.385,-80.8508,94.08,40,100,10.67,overcast clouds
249,Sibolga,ID,1.7427,98.7792,76.6,88,97,3.04,overcast clouds
250,Shuangyang,CN,43.5242,125.6736,58.01,53,3,6.87,clear sky
251,Peno,RU,56.9262,32.7426,41.05,56,4,4.97,clear sky
252,Kaitangata,NZ,-46.2817,169.8464,46.76,85,92,12.59,overcast clouds
253,Mecca,SA,21.4267,39.8261,89.31,31,3,4.97,clear sky
254,Luganville,VU,-15.5333,167.1667,77.0,89,15,2.53,few clouds
255,Havelock,US,34.8791,-76.9013,82.96,81,100,11.5,overcast clouds
256,Muriwai Beach,NZ,-36.8167,174.45,58.77,84,97,15.5,overcast clouds
257,Kutum,SD,14.2,24.6667,83.91,15,98,9.71,overcast clouds
258,Hidalgo,MX,20.5,-99.0,83.26,30,3,9.8,clear sky
259,Kamina,CD,-8.7386,24.9906,72.01,62,99,3.22,overcast clouds
260,Margate,GB,51.3813,1.3862,66.69,69,70,3.0,broken clouds
261,Nsanje,MW,-16.92,35.262,74.59,73,18,3.98,few clouds
262,Hobe Sound,US,27.0595,-80.1364,90.0,68,75,16.11,broken clouds
263,Shenzhen,CN,22.5455,114.0683,77.27,89,100,9.33,overcast clouds
264,Brae,GB,60.3964,-1.353,51.73,95,100,10.27,light rain
