City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
346,Okhotsk,RU,59.3833,143.3,34.09,99,100,13.09,light snow
347,Taoudenni,ML,22.6783,-3.9836,104.11,7,0,13.29,clear sky
348,Duku,NG,11.2361,4.9073,80.83,61,100,7.85,light rain
349,Qingquan,CN,30.4511,115.2559,67.69,89,100,4.83,overcast clouds
350,Fortuna,US,40.5982,-124.1573,54.99,88,75,9.22,broken clouds
351,Beringovskiy,RU,63.05,179.3167,38.5,82,100,8.23,overcast clouds
352,Vanavara,RU,60.34,102.2797,41.83,94,67,2.59,broken clouds
353,Batangafo,CF,7.3008,18.2833,84.11,49,94,4.38,overcast clouds
354,San Andres,CO,12.5847,-81.7006,81.99,80,99,18.79,overcast clouds
355,Izumo,JP,35.3667,132.7667,61.34,93,64,2.51,broken clouds
356,Doka,SD,13.5167,35.7667,87.71,37,77,5.99,light rain
357,Lata,PT,40.1629,-8.3327,63.81,69,66,10.36,broken clouds
358,Carballo,ES,43.213,-8.691,63.82,93,100,2.95,overcast clouds
359,Sijunjung,ID,-0.6876,100.9537,71.74,92,87,2.04,overcast clouds
360,Coihaique,CL,-45.5752,-72.0662,40.95,70,75,6.91,broken clouds
361,Qaqortoq,GL,60.7167,-46.0333,36.99,98,100,14.34,light rain
362,Anstruther,GB,56.2231,-2.7023,60.78,67,75,16.11,broken clouds
363,Copiapo,CL,-27.3667,-70.3333,60.49,28,2,8.66,clear sky
364,Lanja,IN,16.85,73.55,80.11,83,18,3.94,few clouds
365,Oda,JP,35.1833,132.5,62.08,91,73,3.38,broken clouds
366,Nyagan,RU,62.1406,65.3936,45.1,97,100,5.48,moderate rain
367,Moron,AR,-34.6534,-58.6198,69.49,56,0,9.22,clear sky
368,Necochea,AR,-38.5473,-58.7368,62.38,45,100,13.18,overcast clouds
369,Basco,PH,20.4487,121.9702,81.68,79,72,11.16,broken clouds
370,Krasnoselkup,RU,65.7,82.4667,54.66,72,86,9.71,overcast clouds
371,Oranjemund,NA,-28.55,16.4333,56.16,78,7,11.03,clear sky
372,Bogo,PH,11.0517,124.0055,78.98,83,97,4.18,overcast clouds
373,Maceio,BR,-9.6658,-35.7353,81.84,69,75,11.5,broken clouds
374,Adrar,MR,20.5022,-10.0711,105.46,6,22,10.76,few clouds
375,Waipawa,NZ,-41.4122,175.5153,48.49,80,27,10.67,scattered clouds
376,Salalah,OM,17.0151,54.0924,84.29,84,75,9.22,broken clouds
377,Mims,US,28.6653,-80.8448,94.06,67,75,17.27,broken clouds
378,Yerofey Pavlovich,RU,53.9667,121.9667,39.85,97,100,3.65,light rain
379,Deputatskiy,RU,69.3,139.9,20.71,99,81,4.0,broken clouds
380,Ouahigouya,BF,13.5828,-2.4216,90.57,34,100,7.56,light rain
381,Merauke,ID,-8.4667,140.3333,78.13,87,22,11.56,few clouds
382,Manado,ID,1.487,124.8455,74.17,100,40,1.14,scattered clouds
383,Dalvik,IS,65.9702,-18.5286,38.41,96,100,5.99,overcast clouds
384,Ayr,GB,55.4627,-4.6339,58.93,88,40,13.8,scattered clouds
385,Biak,ID,-0.9131,122.8766,75.76,82,94,5.44,overcast clouds
386,Novobirilyussy,RU,56.9514,90.6661,53.55,54,100,5.88,overcast clouds
387,Igrim,RU,63.1906,64.4162,46.78,99,100,6.91,moderate rain
388,Belmonte,BR,-15.8631,-38.8828,77.99,61,14,11.5,few clouds
389,San Vicente De Canete,PE,-13.0751,-76.3835,69.78,72,95,7.14,overcast clouds
390,Quelimane,MZ,-17.8786,36.8883,78.75,83,40,8.05,scattered clouds
391,Kloulklubed,PW,7.0419,134.2556,83.37,75,93,7.29,overcast clouds
392,Piranshahr,IR,36.701,45.1413,63.61,41,92,4.54,overcast clouds
393,Pechea,RO,45.6333,27.8,59.92,67,97,7.67,overcast clouds
394,Lumphat,KH,13.4878,106.9816,74.37,98,100,6.6,overcast clouds
395,Gladstone,AU,-23.85,151.25,67.93,68,75,10.36,broken clouds
396,Aguadilla,PR,18.4275,-67.1541,87.91,74,0,19.57,clear sky
397,Blythe,US,33.6103,-114.5964,90.03,24,0,6.91,clear sky
398,Porto Santo,PT,33.072,-16.3415,70.18,60,20,11.5,few clouds
399,Springdale,US,36.1867,-94.1288,57.61,69,100,12.66,overcast clouds
400,Kruisfontein,ZA,-34.0033,24.7314,55.89,78,66,2.06,broken clouds
401,Swan Hill,AU,-35.3378,143.5544,48.72,68,1,7.11,clear sky
402,Palu,ID,-0.8917,119.8707,76.19,96,100,2.28,overcast clouds
403,Bud,US,39.447,-86.1758,66.74,65,100,11.81,overcast clouds
404,Kahului,US,20.8947,-156.47,80.62,65,20,10.36,few clouds
405,Isiro,CD,2.7739,27.616,72.27,75,73,1.86,broken clouds
406,Victoria,HK,22.2855,114.1577,77.38,83,100,18.01,moderate rain
407,Fort Nelson,CA,58.8053,-122.7002,49.75,64,100,3.42,overcast clouds
408,Uyuni,BO,-20.4597,-66.825,46.72,18,3,17.11,clear sky
409,Gigmoto,PH,13.7796,124.39,80.22,87,100,8.5,overcast clouds
410,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,81.48,71,98,3.33,overcast clouds
411,Portland,US,45.5234,-122.6762,68.86,57,20,6.91,few clouds
412,Mount Pleasant,US,32.7941,-79.8626,71.01,96,100,4.61,heavy intensity rain
413,Mozarlandia,BR,-14.7447,-50.5706,87.76,15,6,5.26,clear sky
414,Mamontovo,RU,52.7055,81.6244,56.97,52,66,19.98,broken clouds
415,Pavlodar,KZ,52.3,76.95,55.2,35,0,8.95,clear sky
416,Bonfim,BR,3.0833,-59.95,71.74,97,100,2.8,light rain
417,Hurricane,US,37.1753,-113.2899,81.7,11,35,6.96,scattered clouds
418,Falam,MM,22.9167,93.6833,61.97,78,20,2.68,few clouds
419,Husavik,IS,66.0449,-17.3389,37.99,97,100,8.52,overcast clouds
420,Bairiki,KI,1.3292,172.9752,80.6,89,20,9.22,few clouds
421,Tsabong,BW,-26.0217,22.401,58.86,57,2,6.02,clear sky
422,Tsaratanana,MG,-16.7833,47.65,69.98,80,18,7.4,few clouds
423,Parakou,BJ,9.3372,2.6303,77.13,70,98,5.3,overcast clouds
424,Coquimbo,CL,-29.9533,-71.3436,60.53,77,20,13.8,few clouds
425,Severnyy,RU,50.677,36.5532,46.44,87,75,11.18,broken clouds
426,Vigia Del Fuerte,CO,6.5789,-76.8863,86.2,76,50,2.71,scattered clouds
427,Seydi,TM,39.4816,62.9137,71.42,25,1,6.93,clear sky
428,Santona,ES,43.4439,-3.4576,67.59,95,85,18.9,overcast clouds
429,Harbour Breton,CA,47.4833,-55.7983,48.63,77,98,11.86,overcast clouds
430,Galesong,ID,-5.3166,119.3661,75.22,82,30,4.79,scattered clouds
431,Solnechnyy,RU,50.7214,136.6319,34.52,89,49,2.91,scattered clouds
432,Moyale,KE,3.5167,39.0584,66.43,81,65,2.59,broken clouds
433,Ankazoabo,MG,-22.2833,44.5167,68.38,35,0,5.21,clear sky
434,Khorinsk,RU,52.1657,109.7726,49.21,78,63,1.83,broken clouds
435,Bonavista,CA,48.6499,-53.1147,54.95,66,96,14.92,overcast clouds
436,Gazojak,TM,41.1875,61.4036,69.55,34,8,6.42,clear sky
437,Naranjal,EC,-2.6667,-79.6167,83.93,73,91,4.03,light rain
438,Sabha,LY,27.0377,14.4283,83.1,8,0,8.57,clear sky
439,Nanortalik,GL,60.1432,-45.2371,37.33,98,100,10.56,moderate rain
440,Padang,ID,-0.9492,100.3543,77.23,87,87,3.44,overcast clouds
441,Otradnoye,RU,59.7775,30.8181,53.65,53,0,1.97,clear sky
442,Bytow,PL,54.1706,17.4919,52.03,61,58,6.02,broken clouds
443,Rio Grande,BR,-32.035,-52.0986,64.94,64,29,5.79,scattered clouds
444,Shingu,JP,33.7333,135.9833,62.13,76,0,7.09,clear sky
445,Kijang,KR,35.2442,129.2139,64.45,74,0,4.92,clear sky
446,Livingston,GB,55.9029,-3.5226,59.36,68,20,20.71,few clouds
447,Rio Branco,BR,-9.9747,-67.81,86.61,62,75,3.44,broken clouds
448,Bozeman,US,45.6796,-111.0386,47.62,63,20,6.91,few clouds
449,Malpe,IN,13.35,74.7167,78.1,85,89,3.31,overcast clouds
450,Eydhafushi,MV,5.1033,73.0708,83.3,78,46,13.87,scattered clouds
451,Honiara,SB,-9.4333,159.95,77.13,85,10,4.32,clear sky
452,Harper,LR,4.375,-7.7169,77.36,78,100,6.6,light rain
453,Kununurra,AU,-15.7667,128.7333,60.78,82,90,1.14,overcast clouds
454,San Patricio,US,28.017,-97.5169,79.84,58,97,11.52,overcast clouds
455,Caravelas,BR,-17.7125,-39.2481,75.18,63,19,7.81,few clouds
456,Mattru,SL,7.6244,-11.8332,76.73,92,96,5.1,moderate rain
457,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,94,100,4.03,light rain
458,Linjiang,CN,41.8069,126.9078,50.61,78,2,1.86,clear sky
459,Kirensk,RU,57.7853,108.1119,43.11,90,61,1.57,broken clouds
460,Kabompo,ZM,-13.5927,24.2008,60.48,53,70,5.1,broken clouds
461,Porto De Moz,BR,-1.7483,-52.2383,79.61,75,26,2.28,scattered clouds
462,Jiwani,PK,25.05,61.7417,85.59,80,0,9.75,clear sky
463,Arica,CL,-18.475,-70.3042,72.95,64,0,12.66,clear sky
464,Yeppoon,AU,-23.1333,150.7333,67.78,89,95,10.42,overcast clouds
465,Zhoucheng,CN,35.9122,116.3117,67.33,46,94,6.08,overcast clouds
466,Vangaindrano,MG,-23.35,47.6,66.96,91,1,3.94,clear sky
467,Lompoc,US,34.6391,-120.4579,72.63,65,0,12.66,clear sky
468,Ransang,PH,8.9603,117.5828,78.49,82,99,5.01,overcast clouds
469,Collie,AU,-33.3667,116.15,54.34,87,27,10.63,scattered clouds
470,Viedma,AR,-40.8135,-62.9967,59.68,34,98,11.45,light rain
471,Labuhan,ID,-6.8844,112.2051,80.2,82,98,10.51,light rain
472,Buluang,PH,13.3068,123.3425,77.31,91,94,2.75,overcast clouds
473,Cuajinicuilapa,MX,16.4667,-98.4167,92.77,37,11,8.97,few clouds
474,Dongsheng,CN,39.8161,109.9776,56.44,71,45,7.0,scattered clouds
475,Banfora,BF,10.6333,-4.7667,89.64,43,92,9.06,overcast clouds
476,Jutai,BR,-5.1833,-68.9,81.3,83,69,0.74,broken clouds
477,Oristano,IT,39.9,8.6,78.82,42,0,3.31,clear sky
478,Yanai,JP,33.9667,132.1167,64.62,81,6,4.43,clear sky
479,Half Moon Bay,US,37.4636,-122.4286,76.91,64,0,14.97,mist
480,Nanakuli,US,21.3906,-158.1547,80.55,64,100,5.75,overcast clouds
481,Aksha,RU,50.2814,113.2867,54.45,52,81,5.23,broken clouds
482,Tautira,PF,-17.7333,-149.15,79.34,75,28,14.47,light rain
483,Joshimath,IN,30.5667,79.5667,59.2,85,84,1.12,broken clouds
484,Gamboula,CF,4.1178,15.1393,72.41,88,61,4.38,light rain
485,Mayumba,GA,-3.432,10.6554,76.14,84,75,6.31,broken clouds
486,Darnah,LY,32.767,22.6367,68.59,53,0,18.45,clear sky
487,Noumea,NC,-22.2763,166.4572,78.78,99,69,2.51,broken clouds
488,Tuatapere,NZ,-46.1333,167.6833,44.38,83,84,8.81,broken clouds
489,Formosa Do Rio Preto,BR,-11.0483,-45.1931,89.82,33,7,4.56,clear sky
490,Wagar,SD,16.1525,36.2032,100.4,20,68,4.79,broken clouds
491,Mitsamiouli,KM,-11.3847,43.2844,81.12,77,23,5.99,light rain
492,Palauig,PH,15.435,119.9045,80.83,79,92,7.49,light rain
493,Kerchevskiy,RU,59.946,56.2884,34.0,98,100,6.71,overcast clouds
494,Yulara,AU,-25.2406,130.9889,57.2,41,68,7.56,broken clouds
495,Assiniboia,CA,49.6334,-105.9845,53.22,29,23,4.83,few clouds
496,Pitea,SE,65.3172,21.4794,55.49,76,99,5.7,overcast clouds
497,Bila Tserkva,UA,49.8094,30.1121,49.51,87,100,13.47,overcast clouds
498,Waingapu,ID,-9.6567,120.2641,77.02,85,89,8.52,overcast clouds
499,Banjar,ID,-8.19,114.9675,77.31,87,100,3.58,overcast clouds
500,Les Cayes,HT,18.2,-73.75,84.74,63,92,10.87,overcast clouds
501,Kavaratti,IN,10.5669,72.642,83.61,79,100,17.45,overcast clouds
502,Monte Santo De Minas,BR,-21.1897,-46.9803,70.99,34,0,5.44,clear sky
503,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,87,100,3.98,light rain
504,Svetlogorsk,BY,52.6333,29.7333,47.3,88,83,5.46,broken clouds
505,Cairns,AU,-16.9167,145.7667,73.35,84,100,9.22,overcast clouds
506,Jizan,SA,17.3333,42.6667,86.94,58,4,1.39,clear sky
507,Vallenar,CL,-28.5708,-70.7581,79.3,21,0,5.14,clear sky
508,Obo,CF,5.3998,26.4869,70.99,93,86,1.59,moderate rain
509,Corinto,GR,37.9407,22.9573,75.88,56,6,3.94,clear sky
510,Khanewal,PK,30.3,71.9333,96.87,7,48,7.72,scattered clouds
511,Jonkoping,SE,57.7814,14.1562,57.38,87,40,5.75,scattered clouds
512,Hvide Sande,DK,56.0045,8.1294,59.09,80,64,9.17,broken clouds
513,Daru,PG,-9.0763,143.2092,80.44,79,53,13.02,broken clouds
514,Colares,PT,38.7992,-9.4469,66.33,79,75,25.01,light intensity drizzle
515,Bardiyah,LY,31.7561,25.0865,67.86,71,0,13.91,clear sky
516,Egvekinot,RU,66.3167,-179.1667,41.22,61,100,3.98,overcast clouds
517,Dudinka,RU,69.4058,86.1778,33.62,100,100,4.0,overcast clouds
518,Miles City,US,46.4083,-105.8406,54.57,37,0,11.5,clear sky
519,Puerto Madero,MX,14.7208,-92.4215,88.0,66,75,0.0,broken clouds
520,Uvat,RU,59.1433,68.8953,41.95,80,100,8.39,overcast clouds
521,Kralendijk,BQ,12.15,-68.2667,87.78,58,0,24.16,clear sky
522,Wyndham,US,37.6985,-77.6125,91.06,62,20,15.99,few clouds
523,Vila Do Maio,CV,15.1333,-23.2167,77.79,78,54,16.06,broken clouds
524,Gerash,IR,27.6652,54.1371,88.74,10,0,4.18,clear sky
525,Alice Springs,AU,-23.7,133.8833,44.15,70,30,0.0,scattered clouds
526,Sisimiut,GL,66.9395,-53.6735,33.82,80,100,13.38,overcast clouds
527,Elblag,PL,54.1522,19.4088,55.94,88,98,8.01,overcast clouds
528,Kampong Thum,KH,12.7111,104.8887,76.51,92,100,7.72,overcast clouds
529,Port Hardy,CA,50.6996,-127.4199,54.59,66,100,2.91,overcast clouds
530,Pouembout,NC,-21.1333,164.9,73.15,91,78,4.85,broken clouds
531,Ust-Nera,RU,64.5667,143.2,33.94,89,73,3.98,broken clouds
532,Ganzhou,CN,28.8184,115.4327,64.96,98,100,3.69,light rain
533,Codrington,AU,-38.2667,141.9667,43.72,95,5,7.85,clear sky
534,Magdagachi,RU,53.45,125.8,46.69,98,100,7.78,light rain
535,Kuching,MY,1.55,110.3333,79.02,94,40,2.3,scattered clouds
536,Pisco,PE,-13.7,-76.2167,67.01,77,20,10.36,mist
537,Rafaela,AR,-31.2503,-61.4867,77.0,32,5,7.0,clear sky
538,Camden,US,39.7835,-74.9663,91.65,53,41,1.99,scattered clouds
539,Lubao,PH,14.9167,120.55,79.14,86,100,1.16,overcast clouds
540,Ambon,ID,-3.6954,128.1814,77.14,94,40,2.3,scattered clouds
541,Southbridge,US,42.0751,-72.0334,95.18,53,38,10.47,scattered clouds
542,Kiunga,PG,-6.1219,141.2906,72.88,100,66,0.63,broken clouds
543,Rio Tercero,AR,-32.173,-64.1141,74.8,30,39,17.56,scattered clouds
544,Mujiayingzi,CN,42.1167,118.7833,64.98,52,100,8.39,overcast clouds
545,Champerico,GT,14.3,-91.9167,86.54,69,98,8.88,overcast clouds
546,Chengde,CN,40.9725,117.9361,62.96,74,100,1.79,overcast clouds
547,Carolina,PR,18.3808,-65.9574,90.72,70,40,18.41,haze
548,Aykhal,RU,66.0,111.5,48.69,63,75,3.98,broken clouds
549,Bon Air,US,37.5249,-77.5578,90.91,62,37,8.01,scattered clouds
550,Port Shepstone,ZA,-30.7414,30.455,62.96,76,82,8.34,broken clouds
551,Balad,IQ,34.0164,44.1453,89.44,10,11,6.82,few clouds
552,Arona,ES,28.0996,-16.681,68.52,60,20,25.32,few clouds
553,Wismar,DE,53.9,11.4667,63.48,66,39,4.0,scattered clouds
554,Paamiut,GL,61.994,-49.6678,35.04,94,99,24.63,overcast clouds
555,Tiarei,PF,-17.5333,-149.3333,80.62,76,15,14.99,light rain
556,Poltavka,RU,54.3663,71.7632,46.11,72,63,13.65,broken clouds
557,Otukpo,NG,7.1913,8.1329,78.55,79,98,6.08,overcast clouds
558,Kerouane,GN,9.2667,-9.0167,75.38,82,100,2.71,light rain
559,Mogadishu,SO,2.0371,45.3438,80.78,85,97,17.58,overcast clouds
560,Kefar Weradim,IL,32.9939,35.2779,62.8,72,0,3.44,clear sky
561,Jaen,ES,38.0,-3.5,79.43,30,100,12.86,overcast clouds
562,Mugumu,TZ,-1.85,34.7,62.37,92,83,2.06,light rain
563,Nome,US,64.5011,-165.4064,62.67,23,0,16.11,clear sky
564,Gorele,TR,41.0308,39.0031,62.55,78,67,5.77,light rain
565,Elhovo,BG,42.1667,26.5667,72.01,65,62,7.2,broken clouds
566,Ouesso,CG,1.6136,16.0517,73.83,93,89,2.8,overcast clouds
567,North Platte,US,41.1239,-100.7654,66.09,28,20,5.99,few clouds
568,Bambanglipuro,ID,-7.95,110.2833,77.9,87,95,3.49,overcast clouds
569,Yagodnoye,RU,62.55,149.6667,33.39,83,100,1.57,overcast clouds
570,Christchurch,NZ,-43.5333,172.6333,43.0,84,10,5.75,clear sky
571,Camopi,GF,3.1655,-52.3158,87.12,55,72,5.26,broken clouds
572,Indramayu,ID,-6.3264,108.32,80.51,80,87,8.84,overcast clouds
573,Makaha,US,21.4694,-158.2175,80.51,68,75,0.0,broken clouds
574,San-Pedro,CI,4.7485,-6.6363,74.79,86,100,4.63,overcast clouds
575,Boende,CD,-0.2167,20.8667,78.85,73,75,2.33,broken clouds
576,Bonthe,SL,7.5264,-12.505,79.39,83,100,8.1,moderate rain
577,Springfield,US,37.2153,-93.2982,59.34,67,100,11.5,overcast clouds
578,Norrtalje,SE,59.758,18.705,53.78,45,100,4.38,overcast clouds
579,Conde,BR,-7.2597,-34.9075,80.06,83,75,13.8,broken clouds
580,Kirksville,US,40.1948,-92.5833,62.55,44,0,11.5,clear sky
581,Pelym,RU,61.0108,61.9978,34.88,98,100,8.59,overcast clouds
582,Altayskoye,RU,51.9533,85.3325,62.47,68,42,7.52,scattered clouds
583,Okoneshnikovo,RU,54.8377,75.0834,50.52,51,43,18.59,scattered clouds
584,Ondjiva,AO,-17.0667,15.7333,61.27,20,0,4.45,clear sky
585,Virginia Beach,US,36.8529,-75.978,89.65,64,75,18.41,broken clouds
586,Kologriv,RU,58.8275,44.3178,33.22,89,100,8.1,overcast clouds
587,Turayf,SA,31.6725,38.6637,73.65,33,75,29.93,broken clouds
588,Alexandria,EG,31.2156,29.9553,69.17,79,0,15.41,clear sky
589,Emborion,GR,40.4833,21.55,63.3,81,75,2.48,broken clouds
590,Sao Cristovao,BR,-11.0147,-37.2064,82.31,65,40,11.5,scattered clouds
591,Peniche,PT,39.3558,-9.3811,65.08,92,98,14.72,overcast clouds
592,Lorengau,PG,-2.0226,147.2712,82.87,71,94,11.54,overcast clouds
593,Mushie,CD,-3.0167,16.9,76.44,83,83,3.47,light rain
594,Vestmanna,FO,62.1564,-7.1664,47.32,93,100,6.91,light rain
595,Betafo,MG,-19.8333,46.85,58.87,78,30,4.0,scattered clouds
596,Richards Bay,ZA,-28.783,32.0377,64.56,88,94,18.01,light rain
597,Nanao,JP,37.05,136.9667,59.18,96,19,7.96,few clouds
598,Olbia,IT,40.9214,9.4856,77.05,65,0,4.61,clear sky
599,Road Town,VG,18.4167,-64.6167,86.04,66,40,11.5,scattered clouds
600,Mago,RU,53.2514,140.1822,34.03,91,93,1.61,overcast clouds
601,Nuuk,GL,64.1835,-51.7216,32.88,100,98,32.99,overcast clouds
602,Bosaso,SO,11.2842,49.1816,90.36,39,90,6.91,overcast clouds
603,Zyryanka,RU,65.75,150.85,45.46,63,99,11.72,overcast clouds
604,Astaneh-Ye Ashrafiyeh,IR,37.2596,49.9444,64.33,83,87,3.09,overcast clouds
605,Freeport,US,40.6576,-73.5832,96.49,59,0,13.8,clear sky
606,Denpasar,ID,-8.65,115.2167,80.26,88,20,4.61,few clouds
607,Kanalion,GR,39.6056,19.8925,73.18,64,0,4.61,clear sky
608,Ipameri,BR,-17.7219,-48.1597,79.11,26,24,5.44,few clouds
609,Mamallapuram,IN,12.6264,80.1722,91.06,56,78,15.39,broken clouds
610,Ajdabiya,LY,30.7554,20.2263,67.3,60,0,6.82,clear sky
611,San Javier,ES,37.8063,-0.8374,90.57,48,0,5.75,clear sky
612,Presidente Olegario,BR,-18.4178,-46.4181,74.89,32,7,5.84,clear sky
613,Kampot,KH,10.6167,104.1833,78.85,87,100,9.8,overcast clouds
614,Hervey Bay,AU,-25.2986,152.8535,65.01,94,84,3.0,light rain
615,Clonmel,IE,52.355,-7.7039,61.5,74,81,10.96,broken clouds
616,Vernon,CA,50.2581,-119.2691,63.61,48,3,1.01,clear sky
617,Santa Marinella,IT,42.0345,11.8536,76.73,62,4,4.65,clear sky
618,Acarau,BR,-2.8856,-40.12,82.87,74,56,7.67,broken clouds
619,Jimo,CN,36.3897,120.4622,69.58,68,0,6.71,clear sky
620,Nishihara,JP,26.1842,127.7558,74.48,78,75,8.05,broken clouds
621,Shitanjing,CN,39.2342,106.3439,59.41,57,87,6.02,overcast clouds
622,Morant Bay,JM,17.8815,-76.4093,90.72,71,100,11.7,overcast clouds
623,Garowe,SO,8.4054,48.4845,92.19,29,96,17.47,overcast clouds
624,Cockburn Town,TC,21.4612,-71.1419,79.59,77,19,20.15,few clouds
625,Uruzgan,AF,32.8333,66.0,63.95,15,0,7.25,clear sky
626,Seoul,KR,37.5683,126.9778,62.17,82,75,5.75,mist
627,Itambe,BR,-15.245,-40.6244,82.0,32,0,7.45,clear sky
628,Esso,RU,55.9333,158.7,34.14,97,91,3.38,overcast clouds
629,Auki,SB,-8.7676,160.7034,77.07,88,19,3.74,few clouds
630,Diapaga,BF,12.0708,1.7889,92.98,37,89,4.79,overcast clouds
631,Mokolo,CM,10.7398,13.8019,91.36,22,80,3.6,broken clouds
632,Stephenville,US,32.2207,-98.2023,72.75,52,0,6.91,clear sky
633,Puerto Penasco,MX,31.3167,-113.5333,73.9,69,31,10.0,scattered clouds
634,Vikindu,TZ,-7.0067,39.2985,72.81,87,82,5.57,broken clouds
635,Aracati,BR,-4.5617,-37.7697,85.17,64,54,8.21,broken clouds
636,Masyaf,SY,35.0653,36.3406,58.05,84,5,17.69,clear sky
637,Pakxan,LA,18.3778,103.6601,74.41,95,100,2.44,light rain
638,Hay River,CA,60.8156,-115.7999,37.38,93,100,6.91,light rain
639,Fayaoue,NC,-20.65,166.5333,76.8,82,12,3.02,few clouds
640,San Lorenzo,PY,-25.3333,-57.5333,72.54,46,20,4.61,few clouds
641,Leh,IN,34.1667,77.5833,48.18,44,80,6.51,broken clouds
642,Oeiras,BR,-7.0253,-42.1311,86.43,49,54,8.93,broken clouds
643,Angoche,MZ,-16.2325,39.9086,77.23,78,1,9.57,clear sky
644,Bubaque,GW,11.2833,-15.8333,78.39,74,83,15.59,broken clouds
645,Launceston,AU,-41.45,147.1667,38.16,100,38,4.61,scattered clouds
646,Sorkjosen,NO,69.8,20.9333,48.2,71,40,4.61,scattered clouds
647,Buin,CL,-33.7333,-70.75,71.87,39,100,4.38,overcast clouds
648,Kempsey,AU,-31.0833,152.8333,55.94,95,100,3.0,light rain
649,Male,MV,4.1748,73.5089,83.43,77,87,13.8,overcast clouds
650,Port Hedland,AU,-20.3167,118.5667,78.85,94,100,8.05,overcast clouds
651,Flagstaff,US,35.1981,-111.6513,72.05,27,0,12.66,clear sky
652,Tecpan,GT,14.7623,-90.9947,72.9,58,95,2.46,overcast clouds
653,Myitkyina,MM,25.3833,97.4,72.95,94,37,1.83,scattered clouds
654,Altus,US,34.6381,-99.334,70.36,23,0,14.97,clear sky
655,Madang,PG,-5.2246,145.7966,77.09,91,50,1.48,scattered clouds
656,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,82,75,14.97,broken clouds
657,Guarapari,BR,-20.6667,-40.4975,73.22,66,24,7.76,few clouds
658,Huinan,CN,42.6225,126.2614,54.91,63,1,3.85,clear sky
659,Maibong,IN,25.3,93.1667,70.56,97,19,2.3,few clouds
660,Hobyo,SO,5.3505,48.5268,80.67,82,97,27.76,overcast clouds
661,Breyten,ZA,-26.3018,29.987,45.34,89,100,5.75,overcast clouds
662,Dickinson,US,29.4608,-95.0513,84.0,73,75,9.22,broken clouds
663,Gamba,GA,-2.65,10.0,74.91,83,31,4.85,scattered clouds
664,Acajutla,SV,13.5928,-89.8275,84.63,67,98,9.31,overcast clouds
665,Boyolangu,ID,-8.1181,111.8935,75.18,89,74,1.52,broken clouds
666,Mehamn,NO,71.0357,27.8492,42.71,87,95,5.84,overcast clouds
667,Nieuw Amsterdam,SR,5.8833,-55.0833,80.62,88,75,2.3,thunderstorm with light rain
668,Jalu,LY,29.0331,21.5482,79.63,19,0,9.69,clear sky
669,Lakselv,NO,70.0513,24.9718,49.82,62,0,5.75,clear sky
670,Funtua,NG,11.5233,7.3081,88.56,23,67,5.17,broken clouds
671,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,82.49,76,49,2.62,scattered clouds
672,Miranda De Ebro,ES,42.6865,-2.947,64.85,56,80,10.67,broken clouds
673,Umm Lajj,SA,25.0213,37.2685,81.07,52,3,9.48,clear sky
674,Griffith,US,41.5284,-87.4237,64.06,47,75,13.8,broken clouds
675,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,43,0,17.27,clear sky
676,Sambava,MG,-14.2667,50.1667,74.41,83,65,11.43,broken clouds
677,Banda Aceh,ID,5.5577,95.3222,81.19,79,100,13.29,overcast clouds
678,Goundam,ML,16.4145,-3.6708,90.39,29,99,16.84,light rain
679,Eidsvag,NO,62.7767,8.0668,60.85,47,91,1.61,overcast clouds
680,Geraldton,AU,-28.7667,114.6,64.81,72,40,13.8,scattered clouds
681,Havre,FR,49.5833,0.3333,69.35,82,0,6.91,clear sky
682,Usakos,NA,-22.0,15.6,64.92,19,3,5.88,clear sky
683,Olivet,FR,47.8622,1.8991,75.97,57,0,10.36,clear sky
684,Mahon,ES,39.8885,4.2658,75.76,64,0,9.22,clear sky
685,Goderich,CA,43.7501,-81.7165,46.72,87,100,12.66,overcast clouds
686,Vilhena,BR,-12.7406,-60.1458,86.86,34,17,0.98,few clouds
687,Maromitsa,RU,59.8683,48.0123,32.43,98,100,7.45,light snow
688,Dordrecht,NL,51.81,4.6736,72.07,61,64,4.0,broken clouds
